id	images	category	texts	attribute_names	attribute_values
B007A4F75C	B007A4F75C.jpg	Candy & Chocolate	[Title] Farley's & Sathers Candy, Sour Bears, 3 Ounce, Pack of 12	Candy Variety	Gummy/Chewy
B00IDEQUP4	B00IDEQUP4.jpg	Candy & Chocolate	[Title] Kidsmania 12 Count Cyclops ICU Eye Ball Jaw Breaker with Rainbow Bubble Center	Candy Variety	Gum
B004KSMLGY	B004KSMLGY.jpg	Candy & Chocolate	[Title] RedBand Lakritz Muenzen - Coins 17.6oz	Candy Variety	Licorice
B00G7PCZEQ	B00G7PCZEQ.jpg	Candy & Chocolate	[Title] Dr. Pepper Twists - Made with Real Dr. Pepper! (4 Packs)	Candy Variety	Licorice
B000F8EURG	B000F8EURG.jpg	Candy & Chocolate	[Title] JOLLY RANCHER Candy Bites, Sour 6.5 Ounce Bag (Pack of 12)	Candy Variety	Gummy/Chewy
B007A31EPU	B007A31EPU.jpg	Candy & Chocolate	[Title] Darrell Lea Blueberry Pomegranate , 7 Ounce (Pack of 8)	Candy Variety	Licorice
B00K5IT7II	B00K5IT7II.jpg	Candy & Chocolate	[Title] Venco Honey (Honingdrop) 2.2 Lb Bag - 1 kilo	Candy Variety	Licorice
B01DL0R3X2	B01DL0R3X2.jpg	Candy & Chocolate	[Title] Party Sweets Christmas Assortment Buttermints by Hospitality , Appx 300 mints, 7-Ounce Bags (Pack of 6)	Candy Variety	Mints
B00122AMZI	B00122AMZI.jpg	Candy & Chocolate	[Title] Brach's Starbrites s, 7.5 Ounce Bag, Pack of 12	Candy Variety	Mint
B0029JDVFQ	B0029JDVFQ.jpg	Candy & Chocolate	[Title] Ricochet with Xylitol, Wintermint, 100-Count (Pack of 6)	Candy Variety	Mints
B00FCV2VAY	B00FCV2VAY.jpg	Candy & Chocolate	[Title] 4 Boxes X 23g. of Läkerol Classic Seasalt Original Swedish Sugar Free Liquorice Pastilles Candy Sweets Lozenges Drops Dragge	Candy Variety	Licorice
B0024MZORG	B0024MZORG.jpg	Candy & Chocolate	[Title] ICE BREAKERS , 1.5oz, Wintergreen	Candy Variety	Mints
B0100QJSF6	B0100QJSF6.jpg	Candy & Chocolate	[Title] Pur Mint Tangerine Tango, Pack of 2	Candy Variety	Mints
B000P0QHOI	B000P0QHOI.jpg	Candy & Chocolate	[Title] Lucky Country , Strawberry, 15 Pound Case	Candy Variety	Licorice
B006PN9K20	B006PN9K20.jpg	Candy & Chocolate	[Title] Banana Yellow Gourmet Salt Water 1 Pound Bag	Candy Variety	Taffy
B000FAUOI8	B000FAUOI8.jpg	Candy & Chocolate	[Title] King Leo Soft Stick Candy 15.5 oz With Tin	Candy Variety	Mint
B00FAMTLLW	B00FAMTLLW.jpg	Candy & Chocolate	[Title] -  3.5oz Camo, 7 Most Popular Flavors	Candy Variety	Jelly Beans
B00CAVFD40	B00CAVFD40.jpg	Candy & Chocolate	[Title] Jolly Rancher Wild Berry , 14 oz (2 Bags)	Candy Variety	Jelly Beans
B00BI8JH5M	B00BI8JH5M.jpg	Candy & Chocolate	[Title] Gustaf's Sour Blue Raspberry Laces - 2 Lb. Bag	Candy Variety	Licorice
B001EO63Q6	B001EO63Q6.jpg	Candy & Chocolate	[Title] Fascini String Multi Colored & Flavored, 32-Ounce Bags (Pack of 3)	Candy Variety	Licorice
B003NUYBWC	B003NUYBWC.jpg	Candy & Chocolate	[Title] , Honey Beans, 10-Pound Box	Candy Variety	Jelly Beans
B006V2UK2E	B006V2UK2E.jpg	Candy & Chocolate	[Title] - Cherry Sours, Red - Bag of 1 Lb	Candy Variety	Jelly Beans
B00DKX117A	B00DKX117A.jpg	Candy & Chocolate	[Title] Fruit Sours Candies, 10 Pound Bag	Candy Variety	Jelly Beans
B00ZAV9NTS	B00ZAV9NTS.jpg	Candy & Chocolate	[Title] Brach's Classic , 5 Pound Bulk Candy Bag	Candy Variety	Jelly Beans
B00TQN8GLM	B00TQN8GLM.jpg	Candy & Chocolate	[Title] Original Gourmet Original Ring, 9 Count (Pack of 6)	Candy Variety	Lollipop
B001YJ4W96	B001YJ4W96.jpg	Candy & Chocolate	[Title] Altoids s - 6 paks	Candy Variety	Mint
B000F2RD94	B000F2RD94.jpg	Candy & Chocolate	[Title] Teene Beanee Americana Medley , 8.5-Ounce Bags (Pack of 12)	Candy Variety	Jelly Beans
B003UWSOJE	B003UWSOJE.jpg	Candy & Chocolate	[Title] Red Bird Soft Puffs Thank You Wrap, 1000 Count	Candy Variety	Mint
B000KFU136	B000KFU136.jpg	Candy & Chocolate	[Title] Sorbee Sugar Free , Wild Fruit Mix, 5 Pound Bag	Candy Variety	Lollipop
B00KHJUEVO	B00KHJUEVO.jpg	Candy & Chocolate	[Title] Twinkle Pops , Tulips Shapes (Pack of 120 s), 12 inch Long Stem, Handcrafted in USA, 6 Vibrant Colors, Fruit Flavors, 37.80 Ounce by Sparko Sweets	Candy Variety	Lollipop
B01A6R2JUK	B01A6R2JUK.jpg	Candy & Chocolate	[Title] Sweet's Vanilla , 3 Pound	Candy Variety	Taffy
B00QF91VJ4	B00QF91VJ4.jpg	Candy & Chocolate	[Title] Red Bird Wrapped Soft Puffs, 20 Pound	Candy Variety	Mint
B004XWNVQG	B004XWNVQG.jpg	Candy & Chocolate	[Title] A Year to Celebrate 60th Birthday Party 60 Sucks Candy Favour, Pack of 20, Multi , 3.1 Ounces, candy	Candy Variety	Lollipop
B00934SXX0	B00934SXX0.jpg	Candy & Chocolate	[Title] Original Gourmet Display Pole Kit, 1.1 Ounce (Pack of 120)	Candy Variety	Lollipop
B00GUJ5S3Y	B00GUJ5S3Y.jpg	Candy & Chocolate	[Title] Smint s , Sugar Free, 12 Packs with 50 s	Candy Variety	Mint
B00D1CA14Y	B00D1CA14Y.jpg	Candy & Chocolate	[Title] Sweet's Assorted Gourmet Sugar Free Salt Water , 2 lb Bag in a BlackTie Box	Candy Variety	Taffy
B000I5GWRM	B000I5GWRM.jpg	Candy & Chocolate	[Title] Candy Tree Organic Cherry , 2.4-Ounce Packages (Pack of 12)	Candy Variety	Lollipop
B004CH94KO	B004CH94KO.jpg	Candy & Chocolate	[Title] BB Bats - 4 Assorted Flavors 100 Count Box	Candy Variety	Taffy
B01A6R2R8O	B01A6R2R8O.jpg	Candy & Chocolate	[Title] Sweet's Cotton Candy , 3 Pound	Candy Variety	Taffy
B00D1C1ZHG	B00D1C1ZHG.jpg	Candy & Chocolate	[Title] Sweet's Assorted Salt Water , 1 lb Bag in a BlackTie Box	Candy Variety	Taffy
B008PS0R2K	B008PS0R2K.jpg	Candy & Chocolate	[Title] Sweet's Watermelon (3lb)	Candy Variety	Taffy
B00J0DK2EM	B00J0DK2EM.jpg	Candy & Chocolate	[Title] Piña Rica - Pineapple -	Candy Variety	Lollipop
B01A6R2S9M	B01A6R2S9M.jpg	Candy & Chocolate	[Title] Sweet's Caramel Apple , 3 Pound	Candy Variety	Taffy
B000I5GWPO	B000I5GWPO.jpg	Candy & Chocolate	[Title] Candy Tree Organic Strawberry , 2.4-Ounce Packages (Pack of 12)	Candy Variety	Lollipop
B00AW3W5SK	B00AW3W5SK.jpg	Candy & Chocolate	[Title] Sweet's Eggnog Gourmet 3 oz. box x 3 boxes	Candy Variety	Taffy
B001SAVX7A	B001SAVX7A.jpg	Candy & Chocolate	[Title] Brach's Salt Water Candy, 7 Pound Bulk Candy Bag	Candy Variety	Taffy
B00934SXW6	B00934SXW6.jpg	Candy & Chocolate	[Title] Original Gourmet Case, Mixed, 1.1 Ounce (Pack of 120)	Candy Variety	Lollipop
B005DXTTM4	B005DXTTM4.jpg	Candy & Chocolate	[Title] Skittles Sours Theater , 3.20 Ounce (Pack of 12)	Container	Box
B007CE8Y14	B007CE8Y14.jpg	Candy & Chocolate	[Title] Rolo Minis Caramel in Milk Chocolate, 8-Ounce	Container	Bag
B00HBWLDMO	B00HBWLDMO.jpg	Candy & Chocolate	[Title] Wonka Everlasting Gobstopper Theatre - 141.7g each (2 Pack)	Container	Box
B009ZJGR6I	B009ZJGR6I.jpg	Candy & Chocolate	[Title] LINDOR Milk Chocolate Pillow Gift	Container	Box
B00B6A6MEQ	B00B6A6MEQ.jpg	Candy & Chocolate	[Title] Enjoy Life Foods - Boom CHOCO Boom Bars Ricemilk Chocolate - 12 Bars	Container	Box
B000FKMNSM	B000FKMNSM.jpg	Candy & Chocolate	[Title] Life Savers 5 Flavors Hard Candy , 6.25 ounce (12 Packs)	Container	Bag
B01G63AB4Y	B01G63AB4Y.jpg	Candy & Chocolate	[Title] Twix Caramel Fun Size Chocolate Cookie Bar Candy , 20 oz	Container	Bag
B002C59R0U	B002C59R0U.jpg	Candy & Chocolate	[Title] Byrd Cookie Company Merry Christmas , Chocolate Mint, 6-Ounce s (Pack of 2)	Container	Tin
B001X0H6GM	B001X0H6GM.jpg	Candy & Chocolate	[Title] Hello Kitty Candy Assorted	Container	Tin
B00C7CMRLE	B00C7CMRLE.jpg	Candy & Chocolate	[Title] Hershey's Valentine's Snack Size Assortment, 14.46 Ounce	Container	Bag
B00AEXDUC8	B00AEXDUC8.jpg	Candy & Chocolate	[Title] The Ginger People Ginger Chews, Spicy Apple, 3-Ounce	Container	Bag
B008II0P9C	B008II0P9C.jpg	Candy & Chocolate	[Title] Dark Pink Milk Chocolate Gems (Lentils) 1LB	Container	Bag
B0056OC8JG	B0056OC8JG.jpg	Candy & Chocolate	[Title] Tootsie Dots Assorted Flavors, 7.5oz Theater	Container	Box
B00WUSVRRA	B00WUSVRRA.jpg	Candy & Chocolate	[Title] Hershey Halloween Snack Size Candy Assortment (TWIZZLERS Strawberry Twists, TWIZZLERS Rainbow Twists, and TWIZZLERS PULL 'N' PEEL Candy), 68.96-Ounce (230 Pieces)	Container	Bag
B0096MNMPS	B0096MNMPS.jpg	Candy & Chocolate	[Title] Lindt LINDOR Dark Chocolate Truffles Mini , 1.3 Ounce (Pack of 24)	Container	Bag
B00C7CMQT2	B00C7CMQT2.jpg	Candy & Chocolate	[Title] HERSHEY'S POT OF GOLD Assorted Premium Collection, Black & White Heart , 8.9 Ounce	Container	Box
B009ZJHQVS	B009ZJHQVS.jpg	Candy & Chocolate	[Title] Lindt LINDOR Holiday Snowman Milk & White Chocolate Truffles, Kosher, 60 Count	Container	Box
B00KGL6CS2	B00KGL6CS2.jpg	Candy & Chocolate	[Title] Hand Crafted Candy Peppermint Ice Chips Candy 1.76 oz Candy	Container	Tin
B00ZANRDEI	B00ZANRDEI.jpg	Candy & Chocolate	[Title] LANCASTER Soft Cremes Assortment , 2.25 Pound	Container	Tin
B00KCEH7ZA	B00KCEH7ZA.jpg	Candy & Chocolate	[Title] Lindt Chocolate Lindor Truffles Assorted Truffle Nostalgic Gift , 8.5 oz.	Container	Tin
B00FTBR2SS	B00FTBR2SS.jpg	Candy & Chocolate	[Title] Glee Gum , Bubblegum, 3 Ounce	Container	Bag
B00IJJ37HC	B00IJJ37HC.jpg	Candy & Chocolate	[Title] HERSHEY'S HUGS & KISSES Chocolate Assortment, Gluten-Free Milk Chocolate Hugged by White Crème and Solid Milk Chocolate, 5 Ounce Gift	Container	Bag
B019YEGPBA	B019YEGPBA.jpg	Candy & Chocolate	[Title] TWIX Caramel Bites Size Chocolate Cookie Bar Candy 7-Ounce	Container	Bag
B016DJB2CQ	B016DJB2CQ.jpg	Candy & Chocolate	[Title] King Leo Soft Peppermint Stick Candy 19.2oz Gift - Pack of 4	Container	Tin
B00IRYQJC4	B00IRYQJC4.jpg	Candy & Chocolate	[Title] Original Nestle Rolo Imported From The UK, England Rolo Chocolate Sharing  126 g	Container	Bag
B00C9FERDU	B00C9FERDU.jpg	Candy & Chocolate	[Title] Tube 17 Milk Chocolate Tuiles - Maxim's Paris (Milk Chocolate)	Container	Tin
B01C515GYQ	B01C515GYQ.jpg	Candy & Chocolate	[Title] Dove Milk Chocolate Covered Almond Candy , 5.5 Ounce	Container	Bag
B01AQ4XP42	B01AQ4XP42.jpg	Candy & Chocolate	[Title] Godiva Chocolatier Valentines Day Keepsake Heart	Container	Tin
B00I358R4A	B00I358R4A.jpg	Candy & Chocolate	[Title] Glee Gum Bubblegum Flavor , 2.9 Ounce (75 Pieces)(Packaging may vary)	Container	Bag
B001IAQNAM	B001IAQNAM.jpg	Candy & Chocolate	[Title] Brown & Haley Almond Roca Buttercrunch Large, 32-Ounce	Container	Tin
B00AQTVFHW	B00AQTVFHW.jpg	Candy & Chocolate	[Title] Tabasco Spicy Dark Chocolate Wedges 50g	Container	Tin
B00IF3ZOIW	B00IF3ZOIW.jpg	Candy & Chocolate	[Title] Hershey's Holiday Milk Chocolate Almond and Caramel Collection, 5-Ounce (Pack of 12)	Container	Bag
B00B62X5QC	B00B62X5QC.jpg	Candy & Chocolate	[Title] Bazooka Ring Pop Gummies , 1.70 Ounce (Pack of 16)	Container	Bag
B000BVN4VK	B000BVN4VK.jpg	Candy & Chocolate	[Title] Suchard Rochers Dark Chocolate - 1.85 lb - 24 pieces	Container	Case
B00Z9OYA6C	B00Z9OYA6C.jpg	Candy & Chocolate	[Title] Lily's Sweets Dark Chocolate Bar with Sea Salt - 70 Percent Stevia, 2.8 Ounce - of (12)	Container	Case
B0033ULPPI	B0033ULPPI.jpg	Candy & Chocolate	[Title] Jelly Belly Trial Size Gourmet Jelly Bean Pack - of 80	Container	Case
B0052Y719W	B0052Y719W.jpg	Popcorn	[Title] Pop Secret 3 pk Microwave Popcorn 9.6oz	Flavor	Butter
B005XIDRG8	B005XIDRG8.jpg	Nutrition Bars	[Title] Tiger's Milk Crunch Nutrition Bars - Energy Packed Snack Fortified with Vitamins & Minerals - 55 grams, 1.94 oz (Pack of 12 Bars)	Flavor	Peanut Butter
B00F4J7ZCI	B00F4J7ZCI.jpg	Pudding & Gelatin Snacks	[Title] DR OETKER Mousse Milk, 3.1 Ounces	Flavor	Chocolate
B007XC4LEO	B007XC4LEO.jpg	Nutrition Drinks & Shakes	[Title] Mix1 Lean Performance 90 calorie All Natural Nutritional Shake - , 11-Ounce (Pack of 12)	Flavor	Vanilla
B016BC50VY	B016BC50VY.jpg	Nuts & Seeds	[Title] Good Sense Roasted Organic Pumpkin Seeds, 6 Ounce	Flavor	Salted
B01E60QW2O	B01E60QW2O.jpg	Nuts & Seeds	[Title] Amazon Brand - Happy Belly Roasted & California Almonds, 48 Ounce	Flavor	Salted
B00AUVK16M	B00AUVK16M.jpg	Nuts & Seeds	[Title] Wonderful Pistachios Roasted 8 Ounce Resealable Bag	Flavor	Salted
B00ODBQA2Y	B00ODBQA2Y.jpg	Jerky	[Title] Sweet Baby Ray's Beef Jerky, 3.25 oz	Flavor	Original
B01AYBDGDW	B01AYBDGDW.jpg	Hot Sauce	[Title] El Yucateco XXXtra Hot Hot Sauce - 68 oz. - Half Gallon	Flavor	Habanero
B00IOGK6K6	B00IOGK6K6.jpg	Baking Flavors & Extracts	[Title] Amoretti Madagascar Bourbon Extract, 2 fl. oz.	Flavor	Vanilla
B004OFIHI4	B004OFIHI4.jpg	Cereal & Granola Bars	[Title] Betty Lou's Inc. Fruit Bar, , Wf, 2-Ounce (Pack of 12)	Flavor	Strawberry
B00COHA48U	B00COHA48U.jpg	Pudding & Gelatin Snacks	[Title] L'essence des Fruits White Mousse Mix, 2.2 Pound	Flavor	Chocolate
B00FFJ0JZC	B00FFJ0JZC.jpg	Pudding & Gelatin Snacks	[Title] JELL-O Sugar-Free -Kiwi Gelatin Snacks, 4 pk, 12.5 oz	Flavor	Strawberry
B001BY5JH8	B001BY5JH8.jpg	Jerky	[Title] Pacific Gold Beef Jerky, 2-8oz bags	Flavor	Original
B005KSILB2	B005KSILB2.jpg	Cereal & Granola Bars	[Title] Fruit Chia Bar, , 24 Count	Flavor	Strawberry
B00KAWU4L8	B00KAWU4L8.jpg	Popcorn	[Title] Orville Redenbacher's Gourmet Salted Popcorn, 82.3 g, 3 count	Flavor	Caramel
B00VEAB0ZO	B00VEAB0ZO.jpg	Baking Flavors & Extracts	[Title] Wilton Pure Extract	Flavor	Lemon
B001G2K5CY	B001G2K5CY.jpg	Hot Sauce	[Title] Marie Sharp's Orange Pulp Hot Sauce (5oz)	Flavor	Habanero
B000FVUM02	B000FVUM02.jpg	Puffed Rice Cakes	[Title] Lundberg Eco-Farmed Buttery Rice Cake, 9.5-Ounce Units (Pack of 12)	Flavor	Caramel
B001XUC3QU	B001XUC3QU.jpg	Nuts & Seeds	[Title] Blue Diamond Almonds , 6 Ounce	Flavor	Honey Roasted
B00CRCZ8PG	B00CRCZ8PG.jpg	Nuts & Seeds	[Title] Nature's Joy California Pistachios, Roasted and Sea-, 16 Ounce	Flavor	Salted
B00181UPX2	B00181UPX2.jpg	Nuts & Seeds	[Title] Herman's Nut House Roasted and Sunflower Kernels, 1.75-Ounce Bags (Pack of 36)	Flavor	Salted
B00CJ5RVKG	B00CJ5RVKG.jpg	Pudding & Gelatin Snacks	[Title] Zensoy, and Almond Pudding, 3.5 oz	Flavor	Chocolate
B003SW5SZE	B003SW5SZE.jpg	Popcorn	[Title] Thatcher's Gourmet Specialties Popcorn, Sugar-Free Corn, 8-Ounce Bags (Pack of 12)	Flavor	Caramel
B000S4EN38	B000S4EN38.jpg	Pudding & Gelatin Snacks	[Title] Dr. Oetker Pudding, 1.5-Ounce, 3-Count Pouches (Pack of 10)	Flavor	Vanilla
B00MEBDEC4	B00MEBDEC4.jpg	Popcorn	[Title] Popsalot Gourmet Popcorn Signature Series, Clandestine Corn, 5.0 Ounce	Flavor	Caramel
B000HDEINA	B000HDEINA.jpg	Popcorn	[Title] Crunch 'n Munch Popcorn, 7.5-Ounce Boxes (Pack of 12)	Flavor	Caramel
B0046H7J9S	B0046H7J9S.jpg	Non-Dairy Milk	[Title] Kikkoman Pearl Organic Soy Milk, 32-Ounce (Pack of 6)	Flavor	Chocolate
B00JRT1IVK	B00JRT1IVK.jpg	Hot Sauce	[Title] Huy Fong, Hot Chili Sauce, 9 Ounce Bottle(pack of 6)	Flavor	Sriracha
B004747ECM	B004747ECM.jpg	Non-Dairy Milk	[Title] Eden Soymilk Extra Organic, 32-ounces (Pack of6)	Flavor	Vanilla
B004DE60QM	B004DE60QM.jpg	Fruit Snacks	[Title] Welchs Fruit Snacks, 5-Ounce (Pack of 12)	Flavor	Strawberry
B00FZ7KPLW	B00FZ7KPLW.jpg	Hot Sauce	[Title] Marie Sharp's Mild Pepper Sauce (3 Pack)	Flavor	Habanero
B0028AF2Q2	B0028AF2Q2.jpg	Nuts & Seeds	[Title] The Peanut Shop of Williamsburg Baseball Label, Virginia Peanuts, 12-Ounce Tins (Pack of 4)	Flavor	Salted
B005ER16T8	B005ER16T8.jpg	Cereal & Granola Bars	[Title] Quaker Chewy Granola Bars, , 90 Calories, 8 Bars per Box (Pack of 6 Boxes)	Flavor	Peanut Butter
B01FA1BLPQ	B01FA1BLPQ.jpg	Jerky	[Title] Oberto All Natural Beef Jerky, 6 Bag Multipack, 0.75 Ounce Bags	Flavor	Teriyaki
B000NY8OLA	B000NY8OLA.jpg	Pudding & Gelatin Snacks	[Title] Dr. Oetker Pudding 3 Pack	Flavor	Vanilla
B0012AHGNQ	B0012AHGNQ.jpg	Jerky	[Title] Pawnee Bill Beef Jerky 16 oz	Flavor	Original
B002AWVUZ0	B002AWVUZ0.jpg	Nutrition Bars	[Title] Lindora Crunch Bar with Chocolate Flavored Coating 7 bars	Flavor	Peanut Butter
B004CJMPOO	B004CJMPOO.jpg	Pudding & Gelatin Snacks	[Title] Dr. Oetker Milk Mousse Mix, 3.1-Ounce (Pack of 6)	Flavor	Chocolate
B003TRDXA0	B003TRDXA0.jpg	Nuts & Seeds	[Title] FERIDIES Virginia Peanuts, 9-Ounce Cans (Pack of 4)	Flavor	Salted
B000MSAZ50	B000MSAZ50.jpg	Baking Flavors & Extracts	[Title] Flavor LorAnn Oils 1 ounce	Flavor	Vanilla
