id	images	category	texts	attribute_names	attribute_values
B008UUKGQU	B008UUKGQU.jpg	Shoes	[Title] ASICS Men's Gel-rocket 6  Shoe	Athletic Shoe Style	Volleyball
B009ZD81OU	B009ZD81OU.jpg	Shoes	[Title] Fourever Funky Grey Furry Ankle Harness Mid Calf  Riding Boot	Boot Style	Combat
B00DOL61QY	B00DOL61QY.jpg	Shoes	[Title] PUMA Men's Universal Indoor  Shoe	Athletic Shoe Style	Soccer
B00GUTGKRM	B00GUTGKRM.jpg	Shoes	[Title] ASICS Men's GEL-Kahana 7 	Athletic Shoe Style	Running Shoe
B00V3QQWDY	B00V3QQWDY.jpg	Shoes	[Title] New Balance Men's Mx623v3 	Athletic Shoe Style	Training Shoe
B0175VD8NM	B0175VD8NM.jpg	Shoes	[Title] Nova Girl's Winter 	Boot Style	Snow Boots
B0035XUY7I	B0035XUY7I.jpg	Shoes	[Title] adidas Tech Response 3.0  Shoe (Silver/Silver/Black) 8.5	Athletic Shoe Style	Golf
B01DLAMWKQ	B01DLAMWKQ.jpg	Shoes	[Title] NIKE Men's Hypervenom Phelon II IC  Shoe	Athletic Shoe Style	Soccer
B00866CKSA	B00866CKSA.jpg	Shoes	[Title] slouchy leatherette cowgirl boot 6 BLACK	Shaft Height	Over The Knee
B00OWUSKEW	B00OWUSKEW.jpg	Shoes	[Title] Lily Bell Women's Nubuck Leather Anti-slide Short  Black	Boot Style	Snow Boots
B00LY7527Y	B00LY7527Y.jpg	Shoes	[Title] Bellini Women's Rowdy492  Sling Back Shoes	Heel Height	Low Heel
B006OOHT8C	B006OOHT8C.jpg	Shoes	[Title] adidas Shake Em K  Sneaker (Toddler/Little Kid/Big Kid)	Athletic Shoe Style	Basketball
B016MSBU0W	B016MSBU0W.jpg	Shoes	[Title] T.u.k.. Women's Patent  Buckle Creeper Oxford	Toe Style	Pointed Toe
B001MV6PWS	B001MV6PWS.jpg	Shoes	[Title] Old Gringo Women's L060-99 Villa  Boot	Boot Style	Western/Cowboy
B00FFM3FUU	B00FFM3FUU.jpg	Shoes	[Title] PUMA Men's evoPOWER 2 Firm Ground  Shoe	Athletic Shoe Style	Soccer
B01BBU4ZPI	B01BBU4ZPI.jpg	Shoes	[Title] SODA Women's Kurt Faux Leather Cut Out Side Buckle Strap 	Shaft Height	Ankle Boot
B00X9CZ7P4	B00X9CZ7P4.jpg	Shoes	[Title] SKEANIE Rubber  Gumboots for Kids and Toddlers, Tutti Frutti	Boot Style	Rain Boots
B00PL4CQ8O	B00PL4CQ8O.jpg	Shoes	[Title] Breckelle's Capital-16  Thigh High Riding Boots	Shaft Height	Over The Knee
B0045TG25E	B0045TG25E.jpg	Shoes	[Title] Ariat Women's Lady Luck  Boot	Boot Style	Western/Cowboy
B0094KV542	B0094KV542.jpg	Shoes	[Title] Qupid Muse-63 Brown Velvet Women  Ankle Boots, 8 M US	Boot Style	Western/Cowboy
B00GV11UTC	B00GV11UTC.jpg	Shoes	[Title] Twisted X Men's Horesman  Boot Round Toe	Boot Style	Western/Cowboy
B00E0HOZG4	B00E0HOZG4.jpg	Shoes	[Title] Lowa Women's Ferrox GORE-TEX 	Athletic Shoe Style	Hiking Boot
B018ZQXQN8	B018ZQXQN8.jpg	Shoes	[Title] DREAM PAIRS Men's 151007 Sport Light Weight Flexible Athletic Free Running Comfort  Slip On Shoes Sneakers	Athletic Shoe Style	Walking
B00KK571QQ	B00KK571QQ.jpg	Shoes	[Title] H8 Women's Glitter Stilleto Very  Silver Shoe Boots Size 5	Heel Height	High Heel
B00K42L792	B00K42L792.jpg	Shoes	[Title] Wild Rose BK27 Women Mozaic Mesh Fabric Peep Toe  Heel Bootie BA27 - Black/White	Heel Height	High Heel
B00D7SHL9U	B00D7SHL9U.jpg	Shoes	[Title] FootJoy 2014 FJ Icon Wave Spikeless  Shoes (52283) White-Mahogany Croc Print	Athletic Shoe Style	Golf
B018Y3E816	B018Y3E816.jpg	Shoes	[Title] Men's Waterproof 1280  (12 M US,1280-2)	Boot Style	Snow Boots
B00PVMYE1I	B00PVMYE1I.jpg	Shoes	[Title] Milanao Women Keep Warm Thick Fluff Fasion Buckle Lace Up Waterproof  Pink	Boot Style	Snow Boots
B00Q3YZCNM	B00Q3YZCNM.jpg	Shoes	[Title] NIKE Men's Mercurial Vapor XI FG  Cleat	Athletic Shoe Style	Soccer
B00AK477ZW	B00AK477ZW.jpg	Shoes	[Title] Rosegirl Women's Faux Suede Moccasin Fringe  Boots in Black, Camel, Grey, Beige (10, Black)	Shaft Height	Mid Calf
B00QGAIQCC	B00QGAIQCC.jpg	Shoes	[Title] KRAZY SHOE ARTISTS Jungle Boot 8 Inch Leather Black Green Tactical Men's 	Boot Style	Combat
B008XESU0C	B008XESU0C.jpg	Shoes	[Title] Five Ten Men's Dragon 	Athletic Shoe Style	Climbing Shoe
B00X5NNGEG	B00X5NNGEG.jpg	Shoes	[Title] JIUDUIDODO The  Dead Lady's Women Canvas Sneakers High-top Lace-Up Canvas Shoes	Athletic Shoe Style	Walking
B01D3JJ348	B01D3JJ348.jpg	Shoes	[Title] Dan Post Womens Brown Liberty Fringe Leather  Boots Stars 8.5 M	Boot Style	Western/Cowboy
B00Y2KNBSW	B00Y2KNBSW.jpg	Shoes	[Title] Josmo 8190 Plain Infant  Shoes44; White Patent - Size 2	Athletic Shoe Style	Walking
B00F4WP1Z8	B00F4WP1Z8.jpg	Shoes	[Title] New Balance Women's W780 NBX 	Athletic Shoe Style	Running Shoe
B003OICQRK	B003OICQRK.jpg	Shoes	[Title] Fiel Women's Somerset 	Shaft Height	Ankle Boot
B00MR2LB34	B00MR2LB34.jpg	Shoes	[Title] Cliffs HILT Women's 	Heel Height	Flat
B00ANNLGH0	B00ANNLGH0.jpg	Shoes	[Title] FRYE Women's Phillip Harness Tall  Boot	Shaft Height	Knee High
B00R9N1FPA	B00R9N1FPA.jpg	Shoes	[Title] New Balance Women's WX711 Mesh 	Athletic Shoe Style	Training Shoe
B008X267UY	B008X267UY.jpg	Shoes	[Title] Refresh Cici Women`S Lace Up Tall  Boots With Distressed Pu Upper And S...,Black,7.5	Boot Style	Combat
B017A39ZYG	B017A39ZYG.jpg	Shoes	[Title] Style & Co. Womens Marteen Almond Toe  Fashion Boots	Shaft Height	Knee High
B01E5CWPPQ	B01E5CWPPQ.jpg	Shoes	[Title] Report Women's Liola  Boot	Boot Style	Western/Cowboy
B00K0TBQZ4	B00K0TBQZ4.jpg	Shoes	[Title] Tesh Sports Men's Twitch 1.0 	Athletic Shoe Style	Training Shoe
B00LW7FYY2	B00LW7FYY2.jpg	Shoes	[Title] NIKE Mens Jordan Shine Leather  Shoes	Athletic Shoe Style	Basketball
B00LBGQMSQ	B00LBGQMSQ.jpg	Shoes	[Title] Sully's Round Toe Crochet Lace Up Low Heel  Ankle Booties	Boot Style	Combat
B00BRGKKG0	B00BRGKKG0.jpg	Shoes	[Title] Matisse Women's Soho 	Shaft Height	Bootie
B002HMCXCW	B002HMCXCW.jpg	Shoes	[Title] Bandolino Women's Blare  Boot	Boot Style	Western/Cowboy
B0167UGR4Y	B0167UGR4Y.jpg	Shoes	[Title] Forever Women's Broadway-3  Hiking Boots,Color BlackPU, Size:8.5	Boot Style	Combat
B018UP52UY	B018UP52UY.jpg	Shoes	[Title] Air Balance Mens White Athletic Sneakers	Athletic Shoe Style	Walking
B01ETWS4LQ	B01ETWS4LQ.jpg	Shoes	[Title] Old Gringo Womens Ye Haw  Boot Vesuvio Red Size 8	Boot Style	Western/Cowboy
B017E8UV36	B017E8UV36.jpg	Shoes	[Title] BalaMasa Womens High Heels  Solid PU Fringed Boots	Shaft Height	Mid Calf
B00EFCZ8YW	B00EFCZ8YW.jpg	Shoes	[Title] Jordan 1 Skinny High (GS) Big Kids  Shoes Electric Purple/Raspberry Red-Pink	Athletic Shoe Style	Basketball
B00YYFHXTS	B00YYFHXTS.jpg	Shoes	[Title] Skechers 2016 GO Walk 3 Slip On Lightweight Mens Street  Performance Shoes Black 11.5US	Athletic Shoe Style	Walking
B01AZ8PGYQ	B01AZ8PGYQ.jpg	Shoes	[Title] Ben Sherman Men's Gaston  Oxford	Boot Style	Chelsea
B00PLF1OYK	B00PLF1OYK.jpg	Shoes	[Title] Harley-Davidson Women's Stacy 10-Inch  Boots. Inside Zipper. D87045	Boot Style	Motorcycle
B00ARP3BZ4	B00ARP3BZ4.jpg	Shoes	[Title] Teva Men's Kimtah Mid-Height Mesh 	Athletic Shoe Style	Hiking Boot
B01015LSKE	B01015LSKE.jpg	Shoes	[Title] Fila Men's Slam 12C  Shoe	Athletic Shoe Style	Basketball
B00AZI1Z3S	B00AZI1Z3S.jpg	Shoes	[Title] Babolat Men`s V Pro 2 Clay  Shoes White/Red	Athletic Shoe Style	Tennis
B018BN23CA	B018BN23CA.jpg	Shoes	[Title] DREAM PAIRS Christian Women's Classic Fashion  High Heel Dress Pumps New Silver Size 11	Toe Style	Pointed Toe
B015FI9XW2	B015FI9XW2.jpg	Shoes	[Title] ZriEy TM Womens Peep Toe Strappy Platform  Ladies  Sandal Shoes Silver Size 9.5M	Heel Height	High Heel
B00W2AGICK	B00W2AGICK.jpg	Shoes	[Title] DREAM PAIRS Simple-S Women's Rhinestones  Ballet Comfort Soft Slip On Flats Shoes Black Size 8	Toe Style	Pointed Toe
B00SM20YHM	B00SM20YHM.jpg	Shoes	[Title] Earth Dorset	Boot Style	Chelsea
B00P27X5TO	B00P27X5TO.jpg	Shoes	[Title] Forever Aura-43 Womens Double Straps  Boots Winter Boots,Tan,9	Shaft Height	Knee High
B016YQUTCM	B016YQUTCM.jpg	Shoes	[Title] Blazin Roxx Girl's Jaylee Horse , Rubber	Boot Style	Rain Boots
B00QEDK07U	B00QEDK07U.jpg	Shoes	[Title] Nike Jordan Kids Jordan 6 Retro Bp Black/Infrared 23/Black  Shoe 13.5 Kids US	Athletic Shoe Style	Basketball
B003FGWY2S	B003FGWY2S.jpg	Shoes	[Title] Harley-Davidson Men's Virgo Chukka Boot	Boot Style	Motorcycle
B00U1RLP38	B00U1RLP38.jpg	Shoes	[Title] Style & Co. Masen Women US 7 Black  Boot	Shaft Height	Mid Calf
B01E7ROR6O	B01E7ROR6O.jpg	Shoes	[Title] Extreme by Eddie Marc Women's Bridget  1/2 Stretch Boot	Shaft Height	Over The Knee
B00RDZ1W70	B00RDZ1W70.jpg	Shoes	[Title] V-Luxury Womens 10-SOCHI14X Close Toe Knee High  Western Cowboy Boots	Heel Height	Low Heel
B00H5BT74W	B00H5BT74W.jpg	Shoes	[Title] NIKE Men's Hyperdunk 2014 TB Black/Metalic Silver/White  Shoe 12 Men US	Athletic Shoe Style	Basketball
B00FXSJY8S	B00FXSJY8S.jpg	Shoes	[Title] Justin Men's Silver Cattleman  Boot Square Toe - Sv7211	Boot Style	Western/Cowboy
B009D4DCCW	B009D4DCCW.jpg	Shoes	[Title] Cole Haan Women's Air  OT Pump	Boot Style	Chelsea
B0059C339O	B0059C339O.jpg	Shoes	[Title] Polo Ralph Lauren Men's Zale  Sneaker	Shaft Height	Ankle Boot
B00QMAEE72	B00QMAEE72.jpg	Shoes	[Title] Ted Baker Men's Phynn  Boot	Shaft Height	Ankle Boot
B00FQNAVH8	B00FQNAVH8.jpg	Shoes	[Title] BattleFire Winter Shoes Geniune Leather + Natural Sheep Fur Sheepskin Women 	Boot Style	Snow Boots
B00OZWMIZ4	B00OZWMIZ4.jpg	Shoes	[Title] Tommy Hilfiger Terese 2 Wide Calf Women US 8 Black  Boot	Shaft Height	Knee High
B005BHIFT0	B005BHIFT0.jpg	Shoes	[Title] Stacy Adams Men's Remington Plain Toe Zipper  Boot	Boot Style	Chelsea
B0013FQP28	B0013FQP28.jpg	Shoes	[Title] adidas Women's Vuelo CC  Shoe	Athletic Shoe Style	Volleyball
B00K37DKRK	B00K37DKRK.jpg	Shoes	[Title] Ashworth - Kingston  Shoes	Athletic Shoe Style	Golf
B00EPDQO4O	B00EPDQO4O.jpg	Shoes	[Title] NIKE  Men's NIKE Lunar Ascend II 2E (W)  Shoe, Light Base Grey/Med Base Grey/Venom Green/Black, 10 2E US	Athletic Shoe Style	Golf
B01E00CLDE	B01E00CLDE.jpg	Shoes	[Title] Jack Wolfskin Men's All Terrain 7 Texapore Mid M 	Athletic Shoe Style	Hiking Boot
B01944FMH8	B01944FMH8.jpg	Shoes	[Title] New Balance Men's M575CB2 	Athletic Shoe Style	Running Shoe
B00HEYXMMI	B00HEYXMMI.jpg	Shoes	[Title] Louis Garneau Mens Carbon LS-100 Road  Shoe	Athletic Shoe Style	Cycling
B01F7OQNF4	B01F7OQNF4.jpg	Shoes	[Title] Georgia Gb00108  Boot	Shaft Height	Mid Calf
B009LJ8UJE	B009LJ8UJE.jpg	Shoes	[Title] John Fluevog Women's Surrealist 	Shaft Height	Ankle Boot
B015H7XIOA	B015H7XIOA.jpg	Shoes	[Title] LILIANA CHANEY-1 Women's Lace Up Faux Fur Collar  Snow Boots, Color:BLACK, Size:8.5	Shaft Height	Mid Calf
B00J8T5MC0	B00J8T5MC0.jpg	Shoes	[Title] NIKE Women's Free 5.0 Tr Fit 4 Print	Athletic Shoe Style	Training Shoe
B00DVE0DVI	B00DVE0DVI.jpg	Shoes	[Title] Hi-Tec Men's Lima 	Athletic Shoe Style	Hiking Boot
B00V4GYK82	B00V4GYK82.jpg	Shoes	[Title] Nike Mens Free 4.0 Black/Metallic Silver/Cl Grey  9 Men US	Athletic Shoe Style	Running Shoe
B002YK4H3K	B002YK4H3K.jpg	Shoes	[Title] Prince Men's Renegade  Shoe	Athletic Shoe Style	Tennis
B0098G8D24	B0098G8D24.jpg	Shoes	[Title] Nike Men's Free 5.0+ Breathe	Athletic Shoe Style	Running Shoe
B01DLBYD66	B01DLBYD66.jpg	Shoes	[Title] NIKE Men's MercurialX Victory VI TF  Shoe	Athletic Shoe Style	Soccer
B00CTXQ4VA	B00CTXQ4VA.jpg	Shoes	[Title] Women's Qupid Missile-04 Low Height Lace Up  Boot/Bootie, Black PU, 6.5	Boot Style	Combat
B015J3GAP6	B015J3GAP6.jpg	Shoes	[Title] KRISP Womens Stretch Leather Thigh High  Boots Chunky Block Heel	Shaft Height	Over The Knee
B014KTXGVQ	B014KTXGVQ.jpg	Shoes	[Title] Bonnnibel Helga-2 Women's Closed Back Ankle Strap  Heel Dress Pumps,Red,7.5	Heel Height	High Heel
B019HXVRYI	B019HXVRYI.jpg	Shoes	[Title] Fila Men's Entrapment  Sneakers	Athletic Shoe Style	Basketball
B019ZZ8GU6	B019ZZ8GU6.jpg	Shoes	[Title] Mark and Maddux Women Leatherette Thigh High Lace Up Zip  Boot DH65 - Black	Boot Style	Combat
B00VUV3PDM	B00VUV3PDM.jpg	Shoes	[Title] adidas Kids X 15.3 Turf  Shoes	Athletic Shoe Style	Soccer
B00LO13V2S	B00LO13V2S.jpg	Shoes	[Title] Qupid Women Leatherette Harness  Riding Ankle Bootie BC46 - Black	Toe Style	Round Toe
B0085O4GAS	B0085O4GAS.jpg	Shoes	[Title] Guess Womens Lurie Leather Almond Toe  Fashion Boots	Shaft Height	Knee High
B00EZKIU4Y	B00EZKIU4Y.jpg	Shoes	[Title] Fila Men's Tripterra 	Athletic Shoe Style	Hiking Boot
B00GXFJKWA	B00GXFJKWA.jpg	Shoes	[Title] ASICS Women's GEL-Quick WK 2 SL  Shoe	Athletic Shoe Style	Walking
B001MV6QNG	B001MV6QNG.jpg	Shoes	[Title] Old Gringo Men's M323-8 Vencida  Boot	Boot Style	Western/Cowboy
B00UZEVNVG	B00UZEVNVG.jpg	Shoes	[Title] Sully's Zipper Round Toe Lace Up Ankle Wedge 	Shaft Height	Bootie
B004GLCWK0	B004GLCWK0.jpg	Shoes	[Title] Journee Collection Womens 	Boot Style	Rain Boots
B00CN4LZ5U	B00CN4LZ5U.jpg	Shoes	[Title] STEVEN by Steve Madden Women's Marshha 	Shaft Height	Bootie
B01E9W4CQ2	B01E9W4CQ2.jpg	Shoes	[Title] Lakai Men's Griffin MID XLK 	Athletic Shoe Style	Skateboarding Shoe
B00HJ10RO2	B00HJ10RO2.jpg	Shoes	[Title] Top Moda Fab-45 Women's  Camouflage Lace up Combat boots, Color:BLACK, Size:9	Shaft Height	Mid Calf
B001A3F3OY	B001A3F3OY.jpg	Shoes	[Title] Two Lips Women's Whimsey  Leather Boot	Shaft Height	Mid Calf
B01ANYBZ88	B01ANYBZ88.jpg	Shoes	[Title] Journee Collection Womens  Cut-Out Flats	Toe Style	Pointed Toe
B01FKMH2NU	B01FKMH2NU.jpg	Shoes	[Title] Womens  Short Eskimo Waterproof Winter Yeti Covered Boots	Shaft Height	Mid Calf
B01CYV4HLK	B01CYV4HLK.jpg	Shoes	[Title] Open Toe Gladiator Geometric  Slip On Zip Up Sandals	Heel Height	Flat
B007FOREEY	B007FOREEY.jpg	Shoes	[Title] Danner Men's Nobo Low 3 Inch 	Athletic Shoe Style	Hiking Boot
B0098YX9U2	B0098YX9U2.jpg	Shoes	[Title] NIKE Men's Mercurial Victory Iv Cr7 Tf  Cleats Synthetic	Athletic Shoe Style	Soccer
B00TZL6XGU	B00TZL6XGU.jpg	Shoes	[Title] Ted Baker Men's Camroon 2  Boot	Boot Style	Chelsea
B00M07LYU6	B00M07LYU6.jpg	Shoes	[Title] FootJoy Men's M:Project  Shoe, Close-out, White/Black, 8 Medium, 55175	Athletic Shoe Style	Golf
B004IWRKNG	B004IWRKNG.jpg	Shoes	[Title] Salewa Men's Mountain Trainer Mid GTX 	Athletic Shoe Style	Hiking Boot
B00B3103HK	B00B3103HK.jpg	Shoes	[Title] Baffin Men's Expo 	Athletic Shoe Style	Hiking Boot
B00VBBDVOE	B00VBBDVOE.jpg	Shoes	[Title] Rocket Dog Beany Women's Lace Up  Boots, Black, Size 7.5	Boot Style	Combat
B009BQVFNA	B009BQVFNA.jpg	Shoes	[Title] Smoky Girls Wisteria Double Fringe Tan  Boot	Boot Style	Western/Cowboy
B0058Z7G22	B0058Z7G22.jpg	Shoes	[Title] NIKE Air Flight 89 Mens  Shoes 306252-010	Athletic Shoe Style	Basketball
B00NQE3RZW	B00NQE3RZW.jpg	Shoes	[Title] PUMA Mens Match Vulc Shoes	Athletic Shoe Style	Tennis
B00CQ3PCJS	B00CQ3PCJS.jpg	Shoes	[Title] Bloch London Women's Coralie 	Heel Height	Flat
B00VB0TBCQ	B00VB0TBCQ.jpg	Shoes	[Title] JORDAN BOYS 1 MID SNEAKER Black - Footwear/Sneakers 6.5Y	Athletic Shoe Style	Basketball
B00KCILZVS	B00KCILZVS.jpg	Shoes	[Title] Breckelles Marisa-24 Platform Pumps-Shoes, Silver Fabric, 8	Heel Height	High Heel
B01DYOZP12	B01DYOZP12.jpg	Shoes	[Title] Vans 59 Denim Canvas and Leather Ankle-High 	Athletic Shoe Style	Skateboarding Shoe
B00687W3N6	B00687W3N6.jpg	Shoes	[Title] Women's Qupid Cognac High Heel Slouchy  Boots (Neiman25)	Shaft Height	Knee High
B00SEYH71Y	B00SEYH71Y.jpg	Shoes	[Title] Giani Bernini Netty Women US 7 Black 	Shaft Height	Ankle Boot
B00ANHEOPC	B00ANHEOPC.jpg	Shoes	[Title] KEEN Men's Marshall Mid Waterproof 	Athletic Shoe Style	Hiking Boot
B00OT7D01Q	B00OT7D01Q.jpg	Shoes	[Title] Carol Shoes Comfort Women's Cute Tassels Faux Fur Pendant Fashion Flat  Orange	Boot Style	Snow Boots
B000W42DGI	B000W42DGI.jpg	Shoes	[Title] adidas Men's GSG-9.2 	Athletic Shoe Style	Training Shoe
B01F648PH4	B01F648PH4.jpg	Shoes	[Title] Summitfashions Womens Closed Toe Wedges Black Canvas Shoes  Boots Ankle 4 3/4 Inch Wedge	Boot Style	Combat
B005BFFWXY	B005BFFWXY.jpg	Shoes	[Title] DVS Men's Argon 	Athletic Shoe Style	Skateboarding Shoe
B00UUGCINQ	B00UUGCINQ.jpg	Shoes	[Title] FootJoy Women's Empower BOA Closeout  Shoes 98004	Athletic Shoe Style	Golf
B01COQNB1W	B01COQNB1W.jpg	Shoes	[Title] Not Rated Women's G-funk  Boot	Boot Style	Chelsea
B018L2G6T2	B018L2G6T2.jpg	Shoes	[Title] Skechers Men's, Cardova Palos Lace up 	Shaft Height	Ankle Boot
B00CO24W10	B00CO24W10.jpg	Shoes	[Title] TG By KSC Women's  Casual Comfort Rounded Toe Combat Boots US Sizes 5.5-10 Black	Shaft Height	Mid Calf
B000W92426	B000W92426.jpg	Shoes	[Title] Rockport Men's Prowalker  Shoe- Black-11 N	Athletic Shoe Style	Walking
B004VL87E0	B004VL87E0.jpg	Shoes	[Title] Blondo Women's Venice 	Shaft Height	Ankle Boot
B01AA8ZCKY	B01AA8ZCKY.jpg	Shoes	[Title] BESTON CC03 Women's Ruched Round Toe  Mary Jane Style Dress Pumps, Color Black, Size:7	Heel Height	Mid Heel
B01HJBEHBA	B01HJBEHBA.jpg	Shoes	[Title] Rampage Jeliana Women US 8 Brown  Boot	Shaft Height	Mid Calf
B00SW9CY82	B00SW9CY82.jpg	Shoes	[Title] Top Moda Women's Knee High Riding Mid Calf  Boots, Black-1 (8 B(M) US)	Boot Style	Combat
B001O488NM	B001O488NM.jpg	Shoes	[Title] NIKE Tiempox Proximo IC Men's Indoor  Shoes	Athletic Shoe Style	Soccer
B00E41SHNI	B00E41SHNI.jpg	Shoes	[Title] Evolv Nexxo 	Athletic Shoe Style	Climbing Shoe
B01EU8XEVE	B01EU8XEVE.jpg	Shoes	[Title] J. Adams Women's Grey  Western Ankle Bootie - 9 B(M) US	Heel Height	Low Heel
B00GHZER0Q	B00GHZER0Q.jpg	Shoes	[Title] Little Angel Hug-616 Suede  Furry Inner Lining Tassel Boot (Little Girl/Big Girl) AF32 - Hot Pink	Toe Style	Round Toe
B00B4KJWQ8	B00B4KJWQ8.jpg	Shoes	[Title] Betsey Johnson Women's Seal 	Shaft Height	Ankle Boot
B005XHKMLM	B005XHKMLM.jpg	Shoes	[Title] SR Max Odessa Men's Slip Resistant  Boot	Boot Style	Western/Cowboy
B00HS502Q2	B00HS502Q2.jpg	Shoes	[Title] NIKE  Women's NIKE Lunaradapt High Performance  Shoe, Pure Platinum/Hyper Pink/Clear Grey, 7.5 C/D US	Athletic Shoe Style	Golf
B015SZFDF8	B015SZFDF8.jpg	Shoes	[Title] Hi-Tec Women's Bandera Mid-Rise Waterproof 	Athletic Shoe Style	Hiking Boot
B00ER14SQ0	B00ER14SQ0.jpg	Shoes	[Title] To Boot New York Men's Newbern  Boot	Boot Style	Chelsea
B004VSN9QO	B004VSN9QO.jpg	Shoes	[Title] NIKE Overplay VI Mens  Shoes 443456-002 Black 15 M US	Athletic Shoe Style	Basketball
B008CS746U	B008CS746U.jpg	Shoes	[Title] FootJoy Women's Summer Series Spikeless  Shoes	Athletic Shoe Style	Golf
B011R6SX3Q	B011R6SX3Q.jpg	Shoes	[Title] Skechers Performance Womens Go Fit TR Trainer  Shoe	Athletic Shoe Style	Walking
B00I4Q2IWK	B00I4Q2IWK.jpg	Shoes	[Title] American Apparel Women's  Lattice Jelly Sandal US Size 5 Clear	Heel Height	Flat
B010GSKNUM	B010GSKNUM.jpg	Shoes	[Title] Timberland Women's Newport Bay Canvas ,	Shaft Height	Ankle Boot
B016VNUISS	B016VNUISS.jpg	Shoes	[Title] OGIO 2016 Sport Spiked Men's  Shoes	Athletic Shoe Style	Golf
B01672ZBH6	B01672ZBH6.jpg	Shoes	[Title] NIKE SB Zoom Stefan Janoski	Athletic Shoe Style	Skateboarding Shoe
B016AVFCBE	B016AVFCBE.jpg	Shoes	[Title] Reebok Men's Zpump Fusion 2.0 ELE 	Athletic Shoe Style	Running Shoe
B00RW5GK7I	B00RW5GK7I.jpg	Shoes	[Title] adidas Women's Springblade Drive 2 	Athletic Shoe Style	Running Shoe
B00L5JTR6I	B00L5JTR6I.jpg	Shoes	[Title] Nike Men's Air Huarache 	Athletic Shoe Style	Running Shoe
B013HX6OD8	B013HX6OD8.jpg	Shoes	[Title] Bella Marie Kylie-2 Women's Shiny Comfort  Heel Platform Pumps	Heel Height	High Heel
B00YJIO0R8	B00YJIO0R8.jpg	Shoes	[Title] DREAM PAIRS MINX Women's Winter Fully Fur Lined Snow  Boots Black Size 10	Shaft Height	Knee High
B000K4PCMM	B000K4PCMM.jpg	Shoes	[Title] Guide Gear Men's Suede  Moccasin Slippers	Shaft Height	Ankle Boot
B00G33I01O	B00G33I01O.jpg	Shoes	[Title] West Blvd Womens OSAKA RIDING Boots  Sweater Knit Motorcycle Flat Shoes, Grey Pu, US 6	Shaft Height	Knee High
