id	images	category	texts	attribute_names	attribute_values
B00NJJXLDM	B00NJJXLDM.jpg	Shoes	[Title] xr3177kafei41 SUNROLAN Men's Fashion Leather Dress Shoes Engineer Boots Military Work Boots Coffee US 9	Boot Style	Combat
B0128SD81O	B0128SD81O.jpg	Shoes	[Title] DREAM PAIRS Women's Mid Calf Riding Boots	Boot Style	Combat
B00GN5JJS0	B00GN5JJS0.jpg	Shoes	[Title] Megan 62K Little Girls Lace Up Studded Boots Boots Black	Boot Style	Combat
B00ZC3POHE	B00ZC3POHE.jpg	Shoes	[Title] Aldo Women's Cyndy Boot	Boot Style	Western/Cowboy
B00EQCJD6U	B00EQCJD6U.jpg	Shoes	[Title] Women's Lala-02 Buckle Straps Low Heel Casual Trendy Round Toe Mid Calf Knee High Boots Fashion Slouch Dress Comfortable Stylish Shoes,Auto-2 Chestnut Pu 10	Boot Style	Western/Cowboy
B0187GHBAU	B0187GHBAU.jpg	Shoes	[Title] Scott Sports Mens SHR-Alp RS Mountain Shoe - 242142-1025 (White/Silver - 43.0)	Athletic Shoe Style	Cycling
B0043REQUQ	B0043REQUQ.jpg	Shoes	[Title] Shimano M077 Mountain Bike Shoes, Dark Grey, 43	Athletic Shoe Style	Cycling
B00IYS93EY	B00IYS93EY.jpg	Shoes	[Title] Fizik Men's R1 Uomo Road Shoes	Athletic Shoe Style	Cycling
B001AG2MNQ	B001AG2MNQ.jpg	Shoes	[Title] Pearl iZUMi Women's Quest Road II Shoe	Athletic Shoe Style	Cycling
B00NB5S06C	B00NB5S06C.jpg	Shoes	[Title] Zol White MTB Indoor Shoes + Cleats	Athletic Shoe Style	Cycling
B012SL4RNE	B012SL4RNE.jpg	Shoes	[Title] Louis Garneau Women's Cristal Bike Shoes	Athletic Shoe Style	Cycling
B0043B4R2Y	B0043B4R2Y.jpg	Shoes	[Title] Shimano SH-M087GE Mountain Bike Shoes, Dark Grey, 47 Wide	Athletic Shoe Style	Cycling
B004C435K2	B004C435K2.jpg	Shoes	[Title] Lake Men's MX236 Shoe	Athletic Shoe Style	Cycling
B005PCGVOW	B005PCGVOW.jpg	Shoes	[Title] Louis Garneau Glacier Road Shoe Black	Athletic Shoe Style	Cycling
B00UVAM9D0	B00UVAM9D0.jpg	Shoes	[Title] FINEJO Women buckle Strappy Caged Peep Toe Heel Ankle Bootie Rose Re...	Heel Height	Flat
B01GKEC40S	B01GKEC40S.jpg	Shoes	[Title] Annie Shoes Women's Erin Wide Calf Ballet	Heel Height	Flat
B000PCH5V0	B000PCH5V0.jpg	Shoes	[Title] Touch Ups Ballet (Toddler)	Heel Height	Flat
B00GSD448C	B00GSD448C.jpg	Shoes	[Title] Nine West Women's Blustery Suede Ballet	Heel Height	Flat
B001BZ97NY	B001BZ97NY.jpg	Shoes	[Title] Charles Albert Women's Tomi Mary Jane	Heel Height	Flat
B00MGI609Y	B00MGI609Y.jpg	Shoes	[Title] Naturino 3852' Leather Ballet (Toddler/Little Kid/Big Kid)	Heel Height	Flat
B00N516794	B00N516794.jpg	Shoes	[Title] Steve Madden Womens P-Hive Woven Ballerina Shoe, Taupe Fabric, US 9.5	Heel Height	Flat
B005AZS53O	B005AZS53O.jpg	Shoes	[Title] Nine West Women's Mazzota Metallic Ballet	Heel Height	Flat
B004VRK79W	B004VRK79W.jpg	Shoes	[Title] Kid Express Molly T-Strap (Toddler/Little Kid)	Heel Height	Flat
B000WR7VRG	B000WR7VRG.jpg	Shoes	[Title] Stonefly Women's Claudia	Heel Height	Flat
B00M099XY8	B00M099XY8.jpg	Shoes	[Title] FootJoy LoPro Casual Spikeless Shoes 2015 Women CLOSEOUT White/Brown/Cream Medium 9	Athletic Shoe Style	Golf
B005HEK5OK	B005HEK5OK.jpg	Shoes	[Title] PUMA Men's Club 917 Shoe	Athletic Shoe Style	Golf
B013UPO9BC	B013UPO9BC.jpg	Shoes	[Title] FootJoy New Enjoy Spikeless Shoes Women	Athletic Shoe Style	Golf
B019JDKLXE	B019JDKLXE.jpg	Shoes	[Title] NIKE Men's Lunar Fire Cleat	Athletic Shoe Style	Golf
B008I5URRK	B008I5URRK.jpg	Shoes	[Title] Thrifty Supply Men's Sandal - Oregon Mudders, Beige, Size(7)	Athletic Shoe Style	Golf
B00EOXO5PA	B00EOXO5PA.jpg	Shoes	[Title] NIKE Women's Lunar Duet SPT Shoe, Black/Metallic Silver/White, 6.5 B(M) US	Athletic Shoe Style	Golf
B00EOXV62K	B00EOXV62K.jpg	Shoes	[Title] NIKE Women's Lunar Summerlite2 Wide Shoe, Pure Platinum/Cool Grey/White, 8.5 C/D US	Athletic Shoe Style	Golf
B001TH8SO8	B001TH8SO8.jpg	Shoes	[Title] Stuburt Men's DCC Classic Shoe	Athletic Shoe Style	Golf
B01FY4QGXQ	B01FY4QGXQ.jpg	Shoes	[Title] PUMA Men's Titantour Ignite Hi-Top Se -Shoes	Athletic Shoe Style	Golf
B00CHSEX9C	B00CHSEX9C.jpg	Shoes	[Title] NIKE Women's FI Impact Shoe, Black/Polarized Blue/White, 10 B(M) US	Athletic Shoe Style	Golf
B000FGVJ1S	B000FGVJ1S.jpg	Shoes	[Title] Beverly Feldman Women's Princessa T Strap Sandal	Heel Height	High Heel
B0089VU8IG	B0089VU8IG.jpg	Shoes	[Title] Bandolino Women's Cadogan Boot	Heel Height	High Heel
B00GBPPGP2	B00GBPPGP2.jpg	Shoes	[Title] Qupid Women's TRENCH26 Closed Almond Toe Zebra Double Strap Mary Jane Platform Stiletto Pump Shoes, Black White Faux Suede, 7.5 B (M) US	Heel Height	High Heel
B00RWSF8J6	B00RWSF8J6.jpg	Shoes	[Title] DLHH Lady's Women Fashion Dress Cold-Weather Pointed Toe Square Heel Leather Above The Knee High Boots Black	Heel Height	High Heel
B014QSY1ZQ	B014QSY1ZQ.jpg	Shoes	[Title] YINHAN® Women's Pointy Squeare Rivets Shoes Ankle High Booties	Heel Height	High Heel
B004DBYCKG	B004DBYCKG.jpg	Shoes	[Title] Plenty By Tracy Reese Women's Zuri Open-Toe	Heel Height	High Heel
B01GKCN6C0	B01GKCN6C0.jpg	Shoes	[Title] Top Moda Calvin 15 Womens Caged Cut Out Ankle Tan	Heel Height	High Heel
B00VDYPFHK	B00VDYPFHK.jpg	Shoes	[Title] Anne Michelle Enzo-01N Ankle Strap Open Toe Stiletto Dress Sandal	Heel Height	High Heel
B006O8TI6E	B006O8TI6E.jpg	Shoes	[Title] Hi-Tec St Moritz 200 Women's Waterproof Boots	Athletic Shoe Style	Hiking Boot
B00KVLJ55O	B00KVLJ55O.jpg	Shoes	[Title] La Sportiva Women's Core High GTX Trail	Athletic Shoe Style	Hiking Boot
B00LCUOZ76	B00LCUOZ76.jpg	Shoes	[Title] Pacific Trail Women's Prophet	Athletic Shoe Style	Hiking Boot
B005A7RYSO	B005A7RYSO.jpg	Shoes	[Title] Timberland Men's Trailwind Mid	Athletic Shoe Style	Hiking Boot
B019HDSYYO	B019HDSYYO.jpg	Shoes	[Title] Keen Men's Citizen Ltd Waterproof	Athletic Shoe Style	Hiking Boot
B0035FA66K	B0035FA66K.jpg	Shoes	[Title] KEEN Women's Pyrenees Waterproof	Athletic Shoe Style	Hiking Boot
B001LNO4MA	B001LNO4MA.jpg	Shoes	[Title] Lafuma Men's Tabort	Athletic Shoe Style	Hiking Boot
B008DUE2F8	B008DUE2F8.jpg	Shoes	[Title] Polo Ralph Lauren Men's Rumford	Athletic Shoe Style	Hiking Boot
B00ALYKRYO	B00ALYKRYO.jpg	Shoes	[Title] KEEN Women's Marshall Mid	Athletic Shoe Style	Hiking Boot
B00T76ZNUU	B00T76ZNUU.jpg	Shoes	[Title] Under Armour UA Tabor Ridge Leather Boot - Women's	Athletic Shoe Style	Hiking Boot
B006R0QDX0	B006R0QDX0.jpg	Shoes	[Title] KEEN Women's Targhee II Mid Waterproof ,Shitake/Blue Spruce,8 M US	Athletic Shoe Style	Hiking Boot
B016MEMBVS	B016MEMBVS.jpg	Shoes	[Title] Diba True Women's Flower Child Boot	Shaft Height	Knee High
B019NR2RII	B019NR2RII.jpg	Shoes	[Title] Mark & Maddox Benson 07 Womens 3 Layer Fringe Chunky Boots Tan	Shaft Height	Knee High
B0161W74L8	B0161W74L8.jpg	Shoes	[Title] Top Moda Women's COCO 1 Riding Boot	Shaft Height	Knee High
B01D3WNJYU	B01D3WNJYU.jpg	Shoes	[Title] Open Toe Gladiator Sandals Lace up Front Strap in Gold, Grey and Silver	Shaft Height	Knee High
B00EQCJ8SI	B00EQCJ8SI.jpg	Shoes	[Title] Women's Lala-02 Buckle Straps Low Heel Casual Trendy Round Toe Cowboy Mid Calf Boots Fashion Slouch Dress Comfortable Stylish Shoes,Auto-2 Black Pu 8	Shaft Height	Knee High
B00DMEOJNU	B00DMEOJNU.jpg	Shoes	[Title] Women's Military Mid Calf Combat Boot Back Buckle Zipper Rubber Sole Fashion Shoes	Shaft Height	Knee High
B01DQJK4O8	B01DQJK4O8.jpg	Shoes	[Title] Michael Michael Kors Womens Clara Leather Closed Toe Fashion Boots	Shaft Height	Knee High
B005AFO736	B005AFO736.jpg	Shoes	[Title] XOXO Marisa Women US 5 Brown Boot UK 2.5 EU 35.5	Shaft Height	Knee High
B0091KWPAS	B0091KWPAS.jpg	Shoes	[Title] Women's Ankle Cuff Platform Wedge Boots Fold-down Slouch Mid Calf Boots Fashion Shoes	Shaft Height	Knee High
B00LNT9O0Y	B00LNT9O0Y.jpg	Shoes	[Title] Top Moda LAND-1 Women's Buckle Riding Boots, Color:BLACK, Size:7.5	Shaft Height	Knee High
B007SNTEAY	B007SNTEAY.jpg	Shoes	[Title] Fidji Women's G639	Heel Height	Low Heel
B00LP7W84S	B00LP7W84S.jpg	Shoes	[Title] V-Luxury Womens 32-KENDAL1 Round Toe Platform Sandal Shoes	Heel Height	Low Heel
B002O0L986	B002O0L986.jpg	Shoes	[Title] Annie Shoes Women's Sachio Slingback	Heel Height	Low Heel
B00AZXWEA6	B00AZXWEA6.jpg	Shoes	[Title] ElegantPark Women WM-019 Peep Toe D'orsay Bow Satin Wedding Bridal Shoes	Heel Height	Low Heel
B01EU8XDHY	B01EU8XDHY.jpg	Shoes	[Title] J. Adams Women's Grey Western Ankle Bootie - 8.5 B(M) US	Heel Height	Low Heel
B00MQFX31K	B00MQFX31K.jpg	Shoes	[Title] REFRESH PACE-01 Women's Slouchy Side Zipper Comfort Mid-calf Riding Boot, Color:TAN, Size:8.5	Heel Height	Low Heel
B00G34ZV7Y	B00G34ZV7Y.jpg	Shoes	[Title] Rieker Women's, Regina Jeweled Sandals	Heel Height	Low Heel
B00EAG4SBW	B00EAG4SBW.jpg	Shoes	[Title] Womens Dress Sandals Embellished Double T Strap Dress Shoes	Heel Height	Low Heel
B002O0KQOE	B002O0KQOE.jpg	Shoes	[Title] Annie Shoes Women's Leana Slide	Heel Height	Low Heel
B007PN79N6	B007PN79N6.jpg	Shoes	[Title] Steve Madden Women's Takoda	Shaft Height	Mid Calf
B01GJ021GK	B01GJ021GK.jpg	Shoes	[Title] DbDk Leatherette Open Toe Strappy Gladiator Sandal EH84 - Black	Shaft Height	Mid Calf
B00I8FS4E8	B00I8FS4E8.jpg	Shoes	[Title] Women's Sexy Style High Heel Pu Boots	Shaft Height	Mid Calf
B012CKVBGW	B012CKVBGW.jpg	Shoes	[Title] Betani Kimberly-6 Women's Fashion Stacked Heel Fringe Side Zip Boots, Color:BLACK, Size:6.5	Shaft Height	Mid Calf
B00NQAMVBM	B00NQAMVBM.jpg	Shoes	[Title] Timberland Asphalt Trail Classic Tall Youth US 7 Black Boot	Shaft Height	Mid Calf
B00FGI5F88	B00FGI5F88.jpg	Shoes	[Title] shoewhatever Women's Slouchy Warm Sweater Round Buckle Cozy Boot	Shaft Height	Mid Calf
B00WDW7V2S	B00WDW7V2S.jpg	Shoes	[Title] Report Yurick Women US 5.5 Black Boot	Shaft Height	Mid Calf
B00LNTCLWM	B00LNTCLWM.jpg	Shoes	[Title] Top Moda BANK-21 Women's Buckle Slouched Knitting Shalf Boots, Color:BLACK, Size:8.5	Shaft Height	Mid Calf
B00A28GYAA	B00A28GYAA.jpg	Shoes	[Title] Paris Fringe Platform Pointy Toe Women's Boot	Shaft Height	Mid Calf
B01936YSXQ	B01936YSXQ.jpg	Shoes	[Title] Georgia GB00086 Boot	Shaft Height	Mid Calf
B006FL93ZG	B006FL93ZG.jpg	Shoes	[Title] Rampage Women's Pammy Knee Boots in Taupe Size 9.5	Heel Height	Mid Heel
B00GUICIH4	B00GUICIH4.jpg	Shoes	[Title] Noni GYAYL110 Womens Stiletto Pointed Toe Satin Evening Party Bridal Wedding Ribbon Strappy Shoes Pumps	Heel Height	Mid Heel
B015EFFAXC	B015EFFAXC.jpg	Shoes	[Title] Women's Ankle Bootie Cut-Out Side Design Black PU (8)	Heel Height	Mid Heel
B00EA0R2O8	B00EA0R2O8.jpg	Shoes	[Title] Top Moda Auto-2 Round Toe Mid Knee High Calf Dress Boot,Chestnut Pu (Mid-Knee),6.5	Heel Height	Mid Heel
B00NWF2JJK	B00NWF2JJK.jpg	Shoes	[Title] ANNA BECKHAM-10 Women Glittered Fashion Pointed Toe Heel, Color:BLACK, Size:7.5	Heel Height	Mid Heel
B000M1OFSK	B000M1OFSK.jpg	Shoes	"[Title] 305-JULIET, 3"" Heel Sandal., 14, Black Patent"	Heel Height	Mid Heel
B01C9SD5F2	B01C9SD5F2.jpg	Shoes	[Title] Beston CD36 Women's Peep Toe Cut Out Caged Sandals Half A Size Smaller, Color:WHITE, Size:6	Heel Height	Mid Heel
B011VES08M	B011VES08M.jpg	Shoes	[Title] Viva Womens Evening Ankle Boots Party Mary Jane Shoes Block Heels	Heel Height	Mid Heel
B01AA8ZK9M	B01AA8ZK9M.jpg	Shoes	[Title] BESTON CC03 Women's Ruched Round Toe Mary Jane Style Dress Pumps, Color Black, Size:9	Heel Height	Mid Heel
B00JDUEEPA	B00JDUEEPA.jpg	Shoes	[Title] Forever Patricia-03 Wedges Pumps-Shoes	Heel Height	Mid Heel
B00JKVXD4A	B00JKVXD4A.jpg	Shoes	[Title] Abby MNS-L002 Womens Sexy Comfort Surprising Exquisite Elegant Snug Fashion Leather Sandals	Heel Height	Mid Heel
B00CRT8H8O	B00CRT8H8O.jpg	Shoes	[Title] ElegantPark Women Peep Toe Pumps Rhinestones Lace Satin Prom Evening Wedding Shoes	Heel Height	Mid Heel
B00WTL1D40	B00WTL1D40.jpg	Shoes	[Title] Sully's Women's Mary Jane Pumps Dark Beige 10	Heel Height	Mid Heel
B00N3QCEDY	B00N3QCEDY.jpg	Shoes	[Title] Forever Link Womens Patricia-05 Mary Jane Strap Faux Suede Wedge Pumps	Heel Height	Mid Heel
B01AA90B9A	B01AA90B9A.jpg	Shoes	[Title] BESTON CC03 Women's Ruched Round Toe Mary Jane Style Dress Pumps, Color TAN, Size:7	Heel Height	Mid Heel
B01AA928VY	B01AA928VY.jpg	Shoes	[Title] BESTON CC02 Women's Round Toe Mary Jane Pumps Run Half A Size Larger, Color Coral, Size:6	Heel Height	Mid Heel
B005A3IXUQ	B005A3IXUQ.jpg	Shoes	[Title] Cole Haan Men's Wayne Boot	Boot Style	Motorcycle
B012YMD0EE	B012YMD0EE.jpg	Shoes	[Title] Men's Full Grain Leather - Oil Resistant Bottom Harness Boots - Black/Brown - Sizes 6-13 (9.5, Black)	Boot Style	Motorcycle
B012YMD03A	B012YMD03A.jpg	Shoes	[Title] Men's Full Grain Leather - Oil Resistant Bottom Harness Boots - Black/Brown - Sizes 6-13 (6.5, Black)	Boot Style	Motorcycle
B001947162	B001947162.jpg	Shoes	[Title] Xelement 1445 Mens Black Steel Toe Engineer Boots - 10 1/2	Boot Style	Motorcycle
B00GS279NA	B00GS279NA.jpg	Shoes	[Title] West Blvd Womens KINSHASA THIGH HIGH Boots Over The Knee Biker Riding Flat Heels Shoes ,Black ,8.5	Boot Style	Motorcycle
B00K3H8JFS	B00K3H8JFS.jpg	Shoes	[Title] Bed Stu Women's Hustle Boot	Boot Style	Motorcycle
B00JHDRYGE	B00JHDRYGE.jpg	Shoes	[Title] Steve Madden Women's Olgga Boot	Boot Style	Motorcycle
B00U5TIAPI	B00U5TIAPI.jpg	Shoes	[Title] Clarks Women's Fernwood Oasis Boot	Boot Style	Motorcycle
B01H80FVQW	B01H80FVQW.jpg	Shoes	[Title] RF ROOM OF FASHION Women Fashion Comfy Vegan Suede Block Heel Side Zipper Thigh High Boots	Shaft Height	Over The Knee
B00GND0A7G	B00GND0A7G.jpg	Shoes	[Title] West Blvd Womens LONDON THIGH HIGH Boots Flat Heels Winter Faux Suede Leather Shoes ,Tan Su ,6	Shaft Height	Over The Knee
B015ZOHTNQ	B015ZOHTNQ.jpg	Shoes	[Title] LILIANA TROY-2 Women's Stretchy Long Zipper High Riding Boots, Color:BLACK, Size:7	Shaft Height	Over The Knee
B00ESXF5ZK	B00ESXF5ZK.jpg	Shoes	[Title] DBDK Quintus-1 Women's Flat Bottom Boots, Color:Cognac, Size:9	Shaft Height	Over The Knee
B0193YDUFU	B0193YDUFU.jpg	Shoes	[Title] Women Suede Belted Block Heel Tailored Boot DG20	Shaft Height	Over The Knee
B00XN4RUBW	B00XN4RUBW.jpg	Shoes	[Title] Fashion Thirsty Womens Thigh High Lace Up Stilettos Heels Boots Size	Shaft Height	Over The Knee
B00H9ZJ66S	B00H9ZJ66S.jpg	Shoes	[Title] DREAM PAIRS Women's Fashion Heel Boots	Shaft Height	Over The Knee
B00HCD35AA	B00HCD35AA.jpg	Shoes	[Title] Breckelle Clayton-14 Lt Brown Women Boots, 6.5 M US	Shaft Height	Over The Knee
B011D94IZO	B011D94IZO.jpg	Shoes	[Title] Sully's Round Toe Chained Riding Boots	Shaft Height	Over The Knee
B00VU8PLW8	B00VU8PLW8.jpg	Shoes	[Title] House of Harlow 1960 Women's Gemma Boot	Shaft Height	Over The Knee
